filename,transcription
03-01-07-01-01-02-03.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-03.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-03.wav,DANS AYRE SITTING BY THE DOOR
03-01-07-02-01-01-03.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-03.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-03.wav,WHILE DOGS ARE SITTING BY THE DOOR OH
03-01-07-02-02-02-03.wav,DOGS ARE SITTING BY THE DOOR OH
03-01-08-01-01-01-03.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-03.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-03.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-03.wav,DOGS ARE SITTTING BY THE DOOR
03-01-08-02-01-01-03.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-01-02-03.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-02-01-03.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-03.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-04.wav,KINS ARE TALKING BY THE DOOR
03-01-03-01-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-01-02-04.wav,CANT THEY'RE TALKING BY THE DOOR
03-01-03-02-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-04.wav,ITHER TALKING BY THE DOOR
03-01-04-02-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-04.wav,KIDSAR TALKING BY THE DOOR
03-01-05-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-01-02-04.wav,KI THEYR TALKING BY THE DOOR
03-01-05-02-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-02-01-02-04.wav,KID THEY'RE TALKING BY THE DOOR
03-01-06-02-02-01-04.wav,DODS ARE SITTING BY THE DOOR
03-01-06-02-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-04.wav,KIDS AR TALKING BY THE DOOR
03-01-07-02-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-04.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-04.wav,KINS ARE TALKING BY THE DOOR
03-01-08-01-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-04.wav,A KISER TALKING BY THE DOOR
03-01-08-02-01-02-04.wav,KINS ARE TALKING BY THE DOOR
03-01-08-02-02-01-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-04.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-05.wav,KITS ARE TALKING BY THE DOOR
03-01-03-02-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-05.wav,KITS ARE TALKING BY THE DOOR
03-01-04-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-05.wav,KITS ARE TALKING BY THE DOOR
03-01-04-02-01-02-05.wav,KITS ARE TALKING BY THE DOOR
03-01-04-02-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-05.wav,KITS ARE TALKING BY THE DOOR
03-01-05-02-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-05.wav,KATS ARE TALKING BY THE DOOR
03-01-06-02-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-02-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-05.wav,A DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-01-02-05.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-02-01-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-05.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-06.wav,GET THERE TIPING BY THE DAR
03-01-03-02-01-02-06.wav,KEN TEE TALKING BY THE DOOR
03-01-03-02-02-01-06.wav,DOGLAR SITTING BY THE DOOR
03-01-03-02-02-02-06.wav,DOGLAR SITTING BY THE DOOR
03-01-04-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-06.wav,CANT ERE JUGGING MY THE DOOR
03-01-04-02-01-02-06.wav,SHKINS ARE TALKING BY THE DOOR
03-01-04-02-02-01-06.wav,DONER TAKING MY ITOR
03-01-04-02-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-06.wav,KEN THEY'RE TALKING BY THE DOOR
03-01-05-02-01-02-06.wav,KANT THEM TALKING BY THE DOR
03-01-05-02-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-06.wav,CANT THE TACKING BY THE DOOR
03-01-06-02-01-02-06.wav,GET THAT DOCIN MIGTAPOLA
03-01-06-02-02-01-06.wav,DOCSARE SITTING BY THE DOOR
03-01-06-02-02-02-06.wav,DOCTOR SETTING BY THE DOOR
03-01-07-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-06.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-01-02-06.wav,KINS ARE TALKING BY THE DOOR
03-01-08-02-02-01-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-06.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-07.wav,KITS ARE TALKING BY THE DOOR
03-01-03-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
